ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
0NE3,heliport,Syracuse Hospital Heliport,40.66719818,-96.18640137,1120,NA,US,US-NE,Syracuse,0NE3,,0NE3
0NE4,heliport,Franklin County Memorial Hospital Heliport,40.09719849,-98.95040131,1950,NA,US,US-NE,Franklin,0NE4,,0NE4
0NE5,small_airport,Newman Airport,41.02109909,-102.0179977,3525,NA,US,US-NE,Big Springs,0NE5,,0NE5
0NE6,small_airport,Frager Field,40.43330002,-98.07060242,1765,NA,US,US-NE,Fairfield,0NE6,,0NE6
0NJ0,heliport,Atlantic City Medical Center Heliport,39.35897025,-74.4346717,82,NA,US,US-NJ,Atlantic City,0NJ0,,0NJ0
0NJ1,heliport,Berkeley Township Police Heliport,39.90729904,-74.23490143,54,NA,US,US-NJ,Bayville,0NJ1,,0NJ1
0NJ2,heliport,Ballymere Heliport,40.75289917,-74.43990326,280,NA,US,US-NJ,Morristown,0NJ2,,0NJ2
0NJ3,heliport,Mount Holly Heliport,39.96680069,-74.79959869,45,NA,US,US-NJ,Mount Holly,0NJ3,,0NJ3
0NJ4,heliport,Weichert Headquarters Heliport,40.94070053,-74.46150208,103,NA,US,US-NJ,Morris Plains,0NJ4,,0NJ4
0NJ5,small_airport,Fla-Net Airport,40.88589859,-74.70570374,1040,NA,US,US-NJ,Netcong,0NJ5,,0NJ5
0NJ6,small_airport,Dix Field,39.31679916,-74.63289642,8,NA,US,US-NJ,Linwood,0NJ6,,0NJ6
0NJ7,heliport,Essex Generating Station Heliport,40.7378006,-74.11889648,8,NA,US,US-NJ,Newark,0NJ7,,0NJ7
0NJ8,heliport,Port Newark Helistop,40.70230103,-74.15070343,10,NA,US,US-NJ,Newark,0NJ8,,0NJ8
0NJ9,heliport,Jersey Tpke New Brunswick Helistop,40.47729874,-74.40789795,70,NA,US,US-NJ,New Brunswick,0NJ9,,0NJ9
0NK0,small_airport,Berdick Field,42.33399963,-78.79090118,1690,NA,US,US-NY,Cattaraugus,0NK0,,0NK0
0NK1,small_airport,Spring Brook Airport,43.36169815,-76.22019958,450,NA,US,US-NY,Central Square,0NK1,,0NK1
0NK2,small_airport,Westwind Farm Airport,42.98339844,-74.0161972,800,NA,US,US-NY,Charlton,0NK2,,0NK2
0NK3,small_airport,Seven Gullies Airport,42.69589996,-77.79219818,600,NA,US,US-NY,Groveland,0NK3,,0NK3
0NK4,heliport,Medical Center Heliport,40.72589874,-73.55370331,80,NA,US,US-NY,Hempstead,0NK4,,0NK4
0NK5,heliport,Mid-Hudson Helicopter Service Heliport,41.60620117,-73.82759857,270,NA,US,US-NY,Hopewell Junction,0NK5,,0NK5
0NK6,small_airport,Lapeer Flyer Airport,42.43840027,-76.08879852,1280,NA,US,US-NY,Marathon,0NK6,,0NK6
0NK7,heliport,Ibm King St Heliport,41.10250092,-73.72609711,470,NA,US,US-NY,Armonk,0NK7,,0NK7
0NK8,small_airport,Rocky Reef Farm Airport,41.92089844,-73.67040253,450,NA,US,US-NY,Attlebury,0NK8,,0NK8
0NK9,small_airport,Lakeview Airport,43.01029968,-75.82689667,1050,NA,US,US-NY,Chittenango,0NK9,,0NK9
0NM0,small_airport,Columbus Municipal Airport,31.82369995,-107.6269989,4024,NA,US,US-NM,Columbus,0NM0,,0NM0
0NM7,small_airport,Negrito Airstrip,33.52090073,-108.5429993,8143,NA,US,US-NM,Reserve,0NM7,,0NM7
0NV1,heliport,Summerlin Medical Center Heliport,36.1935997,-115.3010025,2745,NA,US,US-NV,Las Vegas,0NV1,,0NV1
0NY0,small_airport,Bennetts Airport,43.70009995,-73.98290253,1040,NA,US,US-NY,North Creek,0NY0,,0NY0
0NY1,small_airport,Russell Field,43.1391983,-73.65319824,260,NA,US,US-NY,Northumberland,0NY1,,0NY1
0NY3,small_airport,Kermizian Airport,43.31399918,-74.93209839,1440,NA,US,US-NY,Ohio,0NY3,,0NY3
0NY5,heliport,State Police Troop D Heliport,43.09420013,-75.64959717,507,NA,US,US-NY,Oneida,0NY5,,0NY5
0NY6,heliport,New York State Police Heliport,42.92839813,-76.6155014,600,NA,US,US-NY,Auburn,0NY6,,0NY6
0NY7,small_airport,Murphys Landing Strip,43.03760147,-74.18430328,940,NA,US,US-NY,Perth,0NY7,,0NY7
0NY8,small_airport,Wenskoski Field,42.99729919,-74.24539948,800,NA,US,US-NY,Perth,0NY8,,0NY8
0O0,seaplane_base,San Luis Reservoir Seaplane Base,37.05830002,-121.1259995,544,NA,US,US-CA,Los Banos,0O0,,0O0
0O4,small_airport,Corning Municipal Airport,39.9435997,-122.1709976,292,NA,US,US-CA,Corning,0O4,,0O4
0O9,small_airport,Ward Field,41.84569931,-123.9850006,356,NA,US,US-CA,Gasquet,0O9,,0O9
0OH1,heliport,Cirino Heliport,41.44390106,-81.32759857,1250,NA,US,US-OH,Chagrin Falls,0OH1,,0OH1
0OH2,small_airport,Jenkins Field,39.97060013,-83.91159821,1080,NA,US,US-OH,North Hampton,0OH2,,0OH2
0OH3,heliport,Hamilton County Sheriff's Patrol Heliport,39.27920151,-84.56469727,865,NA,US,US-OH,Forest Park,0OH3,,0OH3
0OH6,small_airport,Fry Field,39.6006012,-84.0196991,775,NA,US,US-OH,Spring Valley,0OH6,,0OH6
0OH7,small_airport,Apple Airport,40.1432991,-84.17189789,1000,NA,US,US-OH,Piqua,0OH7,,0OH7
0OH8,small_airport,Fry Airport,40.18840027,-84.25610352,900,NA,US,US-OH,Piqua,0OH8,,0OH8
0OH9,small_airport,Parknavy STOLport,40.07170105,-83.22989655,943,NA,US,US-OH,Plain City,0OH9,,0OH9
0OI0,heliport,Foltz Heliport,40.73590088,-81.24680328,1012,NA,US,US-OH,East Canton,0OI0,,0OI0
0OI1,heliport,Autolite Heliport,41.17919922,-83.41519928,759,NA,US,US-OH,Fostoria,0OI1,,0OI1
0OI2,small_airport,Unger Field,39.35979843,-83.41770172,940,NA,US,US-OH,Greenfield,0OI2,,0OI2
0OI3,small_airport,Galloway Airport,41.38209915,-82.7161026,643,NA,US,US-OH,Sandusky,0OI3,,0OI3
0OI4,small_airport,Salt Box Airport,41.32426453,-81.15930939,1250,NA,US,US-OH,Hiram,0OI4,,0OI4
0OI6,small_airport,Victor's Landing Airport,41.83810043,-80.64369965,860,NA,US,US-OH,Kingsville,0OI6,,0OI6
0OI9,small_airport,Hidden Quarry Airport,38.89450073,-83.1135025,830,NA,US,US-OH,Lucasville,0OI9,,0OI9
0OK0,small_airport,Edmond Airport,35.6833992,-97.43360138,1169,NA,US,US-OK,Edmond,0OK0,,0OK0
0OK1,small_airport,Mckey Airport,34.6570015,-97.40170288,1056,NA,US,US-OK,Elmore City,0OK1,,0OK1
0OK2,heliport,Parkview Hospital Heliport,35.52980042,-97.98390198,1349,NA,US,US-OK,El Reno,0OK2,,0OK2
0OK3,small_airport,Mckinley Ranch Airport,35.61949921,-98.52259827,1420,NA,US,US-OK,Geary,0OK3,,0OK3
0OK4,small_airport,Rock Creek Farm Airport,34.66059875,-96.25360107,730,NA,US,US-OK,Coal Gate,0OK4,,0OK4
0OK5,small_airport,Chappell Airport,35.88890076,-97.40029907,1070,NA,US,US-OK,Guthrie,0OK5,,0OK5
0OK6,small_airport,Ellis/Harvey Airport,35.80170059,-97.38610077,1220,NA,US,US-OK,Guthrie,0OK6,,0OK6
0OK7,heliport,Shattuck Hospital Heliport,36.25,-99.87539673,2200,NA,US,US-OK,Shattuck,0OK7,,0OK7
0OK8,small_airport,Cade's Airport,36.29249954,-97.5931015,1140,NA,US,US-OK,Covington,0OK8,,0OK8
0OK9,small_airport,Crystal Airport,36.21340179,-96.63700104,1016,NA,US,US-OK,Jennings,0OK9,,0OK9
0OR0,heliport,Providence Hospital Heliport,42.33869934,-122.8619995,1350,NA,US,US-OR,Medford,0OR0,,0OR0
0OR2,heliport,Hendershots Heliport,42.1332016,-123.4509964,1200,NA,US,US-OR,Merlin,0OR2,,0OR2
0OR3,small_airport,Long Ranch Airport,42.01900101,-121.7040024,4090,NA,US,US-OR,Merrill,0OR3,,0OR3
0OR4,heliport,Round Butte Heliport,44.61650085,-121.2679977,2125,NA,US,US-OR,Metolius,0OR4,,0OR4
0OR5,small_airport,East Oregon Cattle Co Airport,42.50350189,-122.8550034,1345,NA,US,US-OR,Eagle Point,0OR5,,0OR5
0OR6,small_airport,Rome Service Airport,42.83399963,-117.6289978,3387,NA,US,US-OR,Rome,0OR6,,0OR6
0OR7,small_airport,Marr Field,44.85400009,-123.2639999,275,NA,US,US-OR,Monmouth,0OR7,,0OR7
0OR8,small_airport,Sutton on Rogue Airport,42.48479843,-122.8659973,1260,NA,US,US-OR,White City,0OR8,,0OR8
0OR9,small_airport,Hanel Field,45.59260178,-121.5490036,1626,NA,US,US-OR,Mount Hood,0OR9,,0OR9
0P0,heliport,Valley Forge Bicentennial Heliport,40.12120056,-75.40599823,260,NA,US,US-PA,Norristown,0P0,,0P0
0P1,small_airport,Van Pak Airport,39.8321991,-99.5687027,2213,NA,US,US-KS,Prairie View,0P1,,0P1
0P2,small_airport,Shoestring Aviation Airfield,39.7947998,-76.64720154,1000,NA,US,US-PA,Stewartstown,0P2,,0P2
0PA0,small_airport,Philadelphia Gliderport,40.32839966,-75.24130249,670,NA,US,US-PA,Hilltown,0PA0,,0PA0
0PA1,heliport,Phoenix Technologies Heliport,40.11819839,-75.40129852,252,NA,US,US-PA,Norristown,0PA1,,0PA1
0PA2,small_airport,Haunstein Ultralightport,40.31679916,-77.12470245,600,NA,US,US-PA,Shermans Dale,0PA2,,0PA2
0PA3,small_airport,Robbins Farm Airport,41.74950027,-76.7602005,1207,NA,US,US-PA,Troy,0PA3,,0PA3
0PA4,small_airport,Ecko Field,40.23759842,-76.72470093,380,NA,US,US-PA,Hummelstown,0PA4,,0PA4
0PA5,small_airport,Fisher Airport,41.49449921,-79.8309021,1500,NA,US,US-PA,Franklin,0PA5,,0PA5
0PA6,small_airport,Hostetler Airport,40.63090134,-77.85030365,760,NA,US,US-PA,Huntingdon,0PA6,,0PA6
0PA7,small_airport,Linvill Airport,39.88479996,-75.41490173,180,NA,US,US-PA,Media,0PA7,,0PA7
0PA8,heliport,Community Medical Center Nap Heliport,41.40000153,-75.63529968,508,NA,US,US-PA,Scranton,0PA8,,0PA8
0PA9,heliport,Carson Heliport,40.33340073,-75.21630096,415,NA,US,US-PA,Perkasie,0PA9,,0PA9
0PN0,small_airport,Fletcher Airport,41.4435997,-80.15390015,1335,NA,US,US-PA,Sheakeyville,0PN0,,0PN0
0PN1,seaplane_base,Pete's Water Landing Seaplane Base,40.69940186,-79.61889648,757,NA,US,US-PA,Freeport,0PN1,,0PN1
0PN2,small_airport,Flying Acres Airport,41.07310104,-80.07029724,1247,NA,US,US-PA,Slippery Rock,0PN2,,0PN2
0PN3,heliport,Wyeth-Ayerst Nr Heliport,40.15869904,-75.46340179,186,NA,US,US-PA,Collegeville,0PN3,,0PN3
0PN4,small_airport,Kitner Airport,40.41289902,-77.24140167,960,NA,US,US-PA,New Bloomfield,0PN4,,0PN4
0PN5,small_airport,Nichols Airport,41.77920151,-79.5983963,1761,NA,US,US-PA,Spartansburg,0PN5,,0PN5
0PN6,small_airport,Memmi Airport,40.16899872,-77.99250031,1138,NA,US,US-PA,Three Springs,0PN6,,0PN6
0PN7,small_airport,Drillmore Acres Airport,40.12829971,-77.63140106,680,NA,US,US-PA,Newburg,0PN7,,0PN7
0PN8,small_airport,Shriver Airport,41.61669922,-79.68309784,1560,NA,US,US-PA,Titusville,0PN8,,0PN8
